NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
B2200015,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,1H,37369000,3513814,02/18/2015 01:15:46 AM,02/18/2015 01:31:02 AM,02/18/2015 01:36:10 AM,02/18/2015 02:22:44 AM,NAT,Necessary Action Taken,N,5D03,013XX Pauline St,,5,"(0.0, 0.0)"
B2205315,24,MEDICAL,2B,103D,DOMESTIC DISTURBANCE,2B,37369000,3513814,02/18/2015 02:48:49 AM,02/18/2015 03:06:13 AM,02/18/2015 03:22:19 AM,02/18/2015 03:57:02 AM,NAT,Necessary Action Taken,N,2S02,089XX Olive St,70118,2,"(0.0, 0.0)"
B2205615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 03:05:10 AM,02/18/2015 03:05:10 AM,,02/18/2015 03:08:34 AM,NAT,Necessary Action Taken,N,8E01,Orleans Ave & Bourbon St,70116,8,"(0.0, 0.0)"
B2207015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 03:22:55 AM,02/18/2015 03:22:55 AM,,02/18/2015 05:00:43 AM,NAT,Necessary Action Taken,N,8C02,003XX Royal St,70130,8,"(0.0, 0.0)"
B2207115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 03:22:59 AM,,,02/18/2015 03:26:19 AM,VOI,VOID,N,8C02,003XX Royal St,70130,8,"(0.0, 0.0)"
B2208615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 04:04:06 AM,02/18/2015 04:04:06 AM,02/18/2015 04:08:53 AM,02/18/2015 04:15:22 AM,NAT,Necessary Action Taken,N,8D05,004XX Bourbon St,70112,8,"(0.0, 0.0)"
B2218815,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,02/18/2015 08:03:48 AM,02/18/2015 08:14:50 AM,02/18/2015 08:21:47 AM,02/18/2015 08:32:45 AM,NAT,Necessary Action Taken,N,8I02,Loyola Ave & Poydras St,70112,8,"(0.0, 0.0)"
B2222615,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,02/18/2015 08:51:27 AM,02/18/2015 08:52:46 AM,02/18/2015 09:02:16 AM,02/18/2015 09:31:03 AM,NAT,Necessary Action Taken,N,5A04,N Claiborne Ave & Elysian Fields Ave,70117,5,"(0.0, 0.0)"
B2225915,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,2A,37369000,3513814,02/18/2015 09:17:17 AM,02/18/2015 09:28:07 AM,02/18/2015 09:46:50 AM,02/18/2015 10:41:33 AM,NAT,Necessary Action Taken,N,2V03,013XX S Genois St,70125,2,"(0.0, 0.0)"
B2228715,103M,MENTAL PATIENT,1A,35,SIMPLE BATTERY,2A,37369000,3513814,02/18/2015 09:45:51 AM,02/18/2015 09:46:44 AM,02/18/2015 09:50:46 AM,02/18/2015 12:45:34 PM,RTF,REPORT TO FOLLOW,N,5H01,016XX Mazant St,70117,5,"(0.0, 0.0)"
B2236315,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,02/18/2015 11:02:49 AM,02/18/2015 11:04:58 AM,02/18/2015 11:05:07 AM,02/18/2015 11:06:54 AM,NAT,Necessary Action Taken,N,3M04,046XX Duplessis St,70122,3,"(0.0, 0.0)"
B2237915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 11:15:38 AM,02/18/2015 11:15:38 AM,,02/18/2015 11:30:25 AM,NAT,Necessary Action Taken,N,8C03,004XX Royal St,70130,8,"(0.0, 0.0)"
B2240215,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/18/2015 11:36:51 AM,02/18/2015 12:34:03 PM,02/18/2015 12:36:36 PM,02/18/2015 01:31:48 PM,NAT,Necessary Action Taken,N,6Q02,036XX Loyola Ave,70115,6,"(0.0, 0.0)"
B2242115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 11:48:01 AM,02/18/2015 11:50:12 AM,02/18/2015 12:13:16 PM,02/18/2015 12:19:12 PM,NAT,Necessary Action Taken,N,2F02,014XX Eleonore St,70115,2,"(0.0, 0.0)"
B2242615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 11:50:46 AM,02/18/2015 11:53:04 AM,02/18/2015 12:13:14 PM,02/18/2015 01:28:28 PM,NAT,Necessary Action Taken,N,2V02,044XX General Pershing St,70125,2,"(0.0, 0.0)"
B2260215,103M,MENTAL PATIENT,2A,37,AGGRAVATED ASSAULT,2A,37369000,3513814,02/18/2015 02:36:00 PM,02/18/2015 03:08:26 PM,02/18/2015 03:50:10 PM,02/18/2015 03:59:59 PM,UNF,UNFOUNDED,N,7I07,Morrison Rd & Wright Rd,70128,7,"(0.0, 0.0)"
B2254915,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/18/2015 01:42:51 PM,02/18/2015 01:45:34 PM,02/18/2015 01:53:34 PM,02/18/2015 02:45:49 PM,NAT,Necessary Action Taken,N,7K04,145XX Hayne Blvd,70128,7,"(0.0, 0.0)"
B2261715,24,MEDICAL,2B,29S,SUICIDE,2A,37369000,3513814,02/18/2015 02:53:36 PM,02/18/2015 03:14:11 PM,02/18/2015 03:14:17 PM,02/18/2015 03:34:51 PM,NAT,Necessary Action Taken,N,6Q04,019XX Louisiana Ave,70115,6,"(0.0, 0.0)"
B2262715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/18/2015 03:04:26 PM,02/18/2015 04:02:05 PM,02/18/2015 04:38:38 PM,02/18/2015 05:53:33 PM,NAT,Necessary Action Taken,N,7N03,043XX Genoa St,70129,7,"(0.0, 0.0)"
B2273115,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/18/2015 04:51:15 PM,02/18/2015 05:11:27 PM,02/18/2015 05:20:37 PM,02/18/2015 05:26:24 PM,GOA,GONE ON ARRIVAL,N,2K03,018XX Cambronne St,70118,2,"(0.0, 0.0)"
B2283215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 06:10:56 PM,02/18/2015 06:11:29 PM,02/18/2015 06:16:42 PM,02/18/2015 06:56:49 PM,NAT,Necessary Action Taken,N,8B02,Moonwalk,70116,8,"(0.0, 0.0)"
B2283715,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/18/2015 06:14:17 PM,,,02/18/2015 09:14:12 PM,VOI,VOID,N,6G02,017XX Baronne St,70113,6,"(0.0, 0.0)"
B2283815,103M,MENTAL PATIENT,2A,911,SILENT 911 CALL,2D,37369000,3513814,02/18/2015 06:15:08 PM,02/18/2015 06:16:52 PM,02/18/2015 06:34:17 PM,02/18/2015 08:13:25 PM,NAT,Necessary Action Taken,N,3R01,060XX Cameron Blvd,70122,3,"(0.0, 0.0)"
B2286515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 06:30:28 PM,,02/18/2015 07:39:44 PM,02/18/2015 07:39:52 PM,GOA,GONE ON ARRIVAL,N,8G04,001XX Saint Charles Ave,70130,8,"(0.0, 0.0)"
B2287215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 06:33:47 PM,02/18/2015 06:34:27 PM,02/18/2015 06:40:44 PM,02/18/2015 07:00:55 PM,NAT,Necessary Action Taken,N,6H03,020XX Earhart Blvd,70113,6,"(0.0, 0.0)"
B2289615,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/18/2015 06:55:03 PM,02/18/2015 06:56:55 PM,02/18/2015 07:01:11 PM,02/18/2015 07:33:47 PM,RTF,REPORT TO FOLLOW,N,8J03,014XX Tulane Ave,70112,8,"(0.0, 0.0)"
B2293015,21,COMPLAINT OTHER,1H,21,COMPLAINT OTHER,1H,0,0,02/18/2015 07:37:13 PM,,02/18/2015 07:37:13 PM,02/18/2015 08:24:02 PM,NAT,Necessary Action Taken,Y,,Pie & Har,,0,
B2307315,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/18/2015 11:02:51 PM,02/19/2015 08:43:42 AM,02/19/2015 09:07:34 AM,02/19/2015 10:10:32 AM,RTF,REPORT TO FOLLOW,N,7D02,064XX Fitzhenry Ct,70126,7,"(0.0, 0.0)"
B2312515,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,02/19/2015 12:24:38 AM,02/19/2015 12:25:35 AM,02/19/2015 12:34:36 AM,02/19/2015 12:38:34 AM,NAT,Necessary Action Taken,N,4E04,028XX Boyd St,70131,4,"(0.0, 0.0)"
B2319415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/19/2015 03:41:44 AM,,02/19/2015 03:41:44 AM,02/19/2015 04:04:29 AM,NAT,Necessary Action Taken,Y,6G04,007XX Howard Ave,70130,6,"(0.0, 0.0)"
B2325015,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,02/19/2015 06:24:29 AM,02/19/2015 06:24:55 AM,02/19/2015 06:29:24 AM,02/19/2015 06:38:49 AM,NAT,Necessary Action Taken,N,5H02,N Galvez St & Poland Ave,70117,5,"(0.0, 0.0)"
B2330715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/19/2015 08:18:39 AM,02/19/2015 09:51:54 AM,02/19/2015 09:51:55 AM,02/19/2015 10:42:55 AM,NAT,Necessary Action Taken,N,6G01,018XX Baronne St,70113,6,"(0.0, 0.0)"
B2331315,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/19/2015 08:25:47 AM,02/19/2015 08:38:23 AM,02/19/2015 08:44:07 AM,02/19/2015 08:59:38 AM,NAT,Necessary Action Taken,N,8G01,009XX Constance St,70130,8,"(0.0, 0.0)"
B2331515,103M,MENTAL PATIENT,1A,29S,SUICIDE,2A,37369000,3513814,02/19/2015 08:27:09 AM,02/19/2015 08:39:47 AM,02/19/2015 08:46:58 AM,02/19/2015 11:13:20 PM,NAT,Necessary Action Taken,N,2K03,015XX Leonidas St,70118,2,"(0.0, 0.0)"
B2334515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/19/2015 08:59:33 AM,02/19/2015 09:02:25 AM,02/19/2015 08:59:33 AM,02/19/2015 09:47:37 AM,NAT,Necessary Action Taken,Y,3D02,049XX Banks St,70119,3,"(0.0, 0.0)"
B2336315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/19/2015 09:11:38 AM,,,02/19/2015 09:12:46 AM,DUP,DUPLICATE,N,7I11,070XX Bullard Ave,70128,7,"(0.0, 0.0)"
B2337115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/19/2015 09:18:15 AM,02/19/2015 09:29:32 AM,02/19/2015 09:33:41 AM,02/19/2015 09:51:43 AM,NAT,Necessary Action Taken,N,6E02,Orange St & Felicity St,70130,6,"(0.0, 0.0)"
B2412415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/19/2015 10:52:59 PM,,,02/19/2015 10:53:31 PM,VOI,VOID,N,8D04,003XX Bourbon St,70112,8,"(0.0, 0.0)"
B2341015,103M,MENTAL PATIENT,1A,21J,MISSING JUVENILE,2A,37369000,3513814,02/19/2015 10:00:11 AM,02/19/2015 10:01:28 AM,02/19/2015 10:09:09 AM,02/19/2015 01:02:28 PM,RTF,REPORT TO FOLLOW,N,2V03,047XX Washington Ave,70125,2,"(0.0, 0.0)"
B2341915,17J,JUVENILE ATTACHMENT,1F,17J,JUVENILE ATTACHMENT,1F,37369000,3513814,02/19/2015 10:06:05 AM,,02/19/2015 10:06:05 AM,02/19/2015 11:17:19 AM,RTF,REPORT TO FOLLOW,Y,8J02,004XX Loyola Ave,70112,8,"(0.0, 0.0)"
B2345415,103M,MENTAL PATIENT,1A,103,DISTURBANCE (OTHER),2A,37369000,3513814,02/19/2015 10:37:35 AM,02/19/2015 10:40:01 AM,02/19/2015 11:00:09 AM,02/19/2015 12:00:17 PM,NAT,Necessary Action Taken,N,6F03,022XX Philip St,70113,6,"(0.0, 0.0)"
B2347315,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,02/19/2015 10:52:11 AM,02/19/2015 10:52:11 AM,02/19/2015 10:53:04 AM,02/19/2015 04:18:31 PM,RTF,REPORT TO FOLLOW,N,5M01,N Rocheblave St & Almonaster Ave,70117,5,"(0.0, 0.0)"
B2349015,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,02/19/2015 11:23:13 AM,02/19/2015 12:03:51 PM,02/19/2015 12:03:53 PM,02/19/2015 12:43:41 PM,NAT,Necessary Action Taken,N,6P01,014XX Delachaise St,70115,6,"(0.0, 0.0)"
B2356015,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,02/19/2015 12:42:41 PM,02/19/2015 12:45:19 PM,02/19/2015 12:42:41 PM,02/19/2015 02:36:14 PM,NAT,Necessary Action Taken,Y,3M03,014XX Sere St,70122,3,"(0.0, 0.0)"
B2360615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/19/2015 01:32:09 PM,,02/19/2015 01:32:09 PM,02/19/2015 02:08:51 PM,NAT,Necessary Action Taken,Y,7F02,046XX Werner Dr,70126,7,"(0.0, 0.0)"
B2361415,21J,MISSING JUVENILE,2A,21J,MISSING JUVENILE,2A,37369000,3513814,02/19/2015 01:38:32 PM,02/19/2015 01:42:51 PM,02/19/2015 01:49:58 PM,02/19/2015 02:09:52 PM,UNF,UNFOUNDED,N,8J01,014XX Poydras St,70113,8,"(0.0, 0.0)"
B2431615,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/20/2015 07:02:19 AM,02/20/2015 05:02:48 PM,,02/20/2015 05:12:06 PM,UNF,UNFOUNDED,N,6P01,014XX Foucher St,70115,6,"(0.0, 0.0)"
B2376515,21,COMPLAINT OTHER,1H,21,COMPLAINT OTHER,1H,37369000,3513814,02/19/2015 04:06:12 PM,,02/19/2015 04:06:12 PM,02/19/2015 04:25:55 PM,NAT,Necessary Action Taken,Y,,042XX D'Hemecourt St,,0,"(0.0, 0.0)"
B2377115,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,2A,37369000,3513814,02/19/2015 04:12:14 PM,02/20/2015 05:42:15 PM,02/20/2015 05:58:01 PM,02/20/2015 06:07:06 PM,UNF,UNFOUNDED,N,7Q03,068XX E Coronet Ct,70126,7,"(0.0, 0.0)"
B2382015,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/19/2015 04:53:57 PM,02/19/2015 04:57:00 PM,02/19/2015 05:01:48 PM,02/19/2015 05:52:36 PM,NAT,Necessary Action Taken,N,6J02,024XX Felicity St,70113,6,"(0.0, 0.0)"
B2383215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/19/2015 05:05:49 PM,02/19/2015 05:09:41 PM,,02/19/2015 05:43:13 PM,NAT,Necessary Action Taken,N,8H01,008XX O'Keefe Ave,70113,8,"(0.0, 0.0)"
B2384915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/19/2015 05:16:09 PM,02/19/2015 05:17:50 PM,02/19/2015 05:28:44 PM,02/19/2015 06:00:01 PM,UNF,UNFOUNDED,N,3Y01,030XX Elysian Fields Ave,70122,3,"(0.0, 0.0)"
B2387115,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,02/19/2015 05:31:26 PM,02/19/2015 06:40:59 PM,02/19/2015 06:47:41 PM,02/19/2015 10:12:39 PM,RTF,REPORT TO FOLLOW,N,4F01,006XX Homer St,70114,4,"(0.0, 0.0)"
B2394515,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,02/19/2015 06:44:48 PM,02/19/2015 07:14:44 PM,02/19/2015 07:19:00 PM,02/19/2015 07:51:08 PM,NAT,Necessary Action Taken,N,1L02,033XX Tulane Ave,70119,1,"(0.0, 0.0)"
B2397615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/19/2015 07:11:55 PM,02/19/2015 07:12:29 PM,02/19/2015 07:22:42 PM,02/19/2015 07:54:01 PM,NAT,Necessary Action Taken,N,4J01,001XX Pinewood Ct,70114,4,"(0.0, 0.0)"
B2397815,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,02/19/2015 07:14:41 PM,02/19/2015 07:32:14 PM,02/19/2015 07:32:05 PM,02/19/2015 08:05:58 PM,NAT,Necessary Action Taken,N,1L04,039XX Tulane Ave,70119,1,"(0.0, 0.0)"
B2401115,103M,MENTAL PATIENT,2A,66,EXTORTION (THREATS),2A,37369000,3513814,02/19/2015 08:19:55 PM,02/19/2015 08:20:48 PM,02/19/2015 08:36:38 PM,02/19/2015 10:20:00 PM,NAT,Necessary Action Taken,N,1C02,017XX N Dorgenois St,70119,1,"(0.0, 0.0)"
B2408815,24,MEDICAL,2B,21,COMPLAINT OTHER,1A,37369000,3513814,02/19/2015 10:05:34 PM,02/20/2015 02:31:35 AM,,02/20/2015 02:47:42 AM,NAT,Necessary Action Taken,N,6P01,014XX Foucher St,70115,6,"(0.0, 0.0)"
B2411315,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/19/2015 10:35:44 PM,02/20/2015 05:59:54 PM,02/20/2015 06:16:44 PM,02/20/2015 06:27:11 PM,UNF,UNFOUNDED,N,7C01,060XX Chef Menteur Hwy,70126,7,"(0.0, 0.0)"
B2419515,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,02/20/2015 01:22:38 AM,02/20/2015 01:27:02 AM,02/20/2015 01:36:53 AM,02/20/2015 02:28:48 AM,NAT,Necessary Action Taken,N,5I03,022XX Flood St,70117,5,"(0.0, 0.0)"
B2428815,103M,MENTAL PATIENT,2A,21,COMPLAINT OTHER,2A,37369000,3513814,02/20/2015 05:33:25 AM,02/20/2015 05:37:38 AM,02/20/2015 05:40:38 AM,02/20/2015 06:26:50 AM,NAT,Necessary Action Taken,N,3R01,057XX Saint Anthony Ave,70122,3,"(0.0, 0.0)"
B2454515,103M,MENTAL PATIENT,1A,35,SIMPLE BATTERY,2A,37369000,3513814,02/20/2015 11:41:02 AM,02/20/2015 11:46:28 AM,02/20/2015 11:53:46 AM,02/20/2015 12:07:46 PM,NAT,Necessary Action Taken,N,7J03,048XX Papania Dr,70127,7,"(0.0, 0.0)"
B2468015,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,02/20/2015 01:52:48 PM,02/20/2015 01:54:27 PM,02/20/2015 01:56:35 PM,02/20/2015 02:19:57 PM,NAT,Necessary Action Taken,N,1E03,Orleans Ave & N Claiborne Ave,70116,1,"(0.0, 0.0)"
B2469515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/20/2015 02:08:44 PM,02/20/2015 02:15:23 PM,02/20/2015 02:25:25 PM,02/20/2015 03:36:18 PM,NAT,Necessary Action Taken,N,8B02,006XX Decatur St,70130,8,"(0.0, 0.0)"
B2470015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/20/2015 02:12:57 PM,02/20/2015 02:12:57 PM,02/20/2015 02:13:03 PM,02/20/2015 02:28:40 PM,NAT,Necessary Action Taken,N,3Y03,040XX Clematis St,70122,3,"(0.0, 0.0)"
B2484215,21,COMPLAINT OTHER,1H,21,COMPLAINT OTHER,1H,37369000,3513814,02/20/2015 04:24:52 PM,,02/20/2015 04:24:52 PM,02/20/2015 05:02:07 PM,NAT,Necessary Action Taken,Y,,042XX D'Hemecourt St,,0,"(0.0, 0.0)"
B2494315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/20/2015 05:48:31 PM,02/20/2015 05:49:57 PM,02/20/2015 06:06:26 PM,02/20/2015 06:08:41 PM,GOA,GONE ON ARRIVAL,N,2I02,044XX Dryades St,70115,2,"(0.0, 0.0)"
B2503715,42,AGGRAVATED RAPE,2A,42B,ORAL SEXUAL BATTERY,2A,37369000,3513814,02/20/2015 07:26:59 PM,02/20/2015 07:51:32 PM,02/20/2015 08:13:32 PM,02/21/2015 12:07:57 AM,RTF,REPORT TO FOLLOW,N,3Q01,046XX Saint Anthony Ave,70122,3,"(0.0, 0.0)"
B2512815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/20/2015 09:23:14 PM,,,02/20/2015 09:34:02 PM,DUP,DUPLICATE,N,6G04,St Charles Ave & Lee Circle Ave,70130,6,"(0.0, 0.0)"
B2515615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/20/2015 09:58:41 PM,02/20/2015 10:01:16 PM,,02/20/2015 10:17:14 PM,NAT,Necessary Action Taken,N,8C01,006XX Iberville St,70130,8,"(0.0, 0.0)"
B2523715,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,02/20/2015 11:50:52 PM,02/20/2015 11:55:04 PM,02/20/2015 11:58:33 PM,02/21/2015 12:48:01 AM,NAT,Necessary Action Taken,N,3A01,092XX Airline Hwy,70118,3,"(0.0, 0.0)"
B2529815,29S,SUICIDE,2A,29S,SUICIDE,2A,37369000,3513814,02/21/2015 01:07:01 AM,02/21/2015 01:09:32 AM,02/21/2015 01:21:25 AM,02/21/2015 01:26:48 AM,UNF,UNFOUNDED,N,8I01,003XX Baronne St,70112,8,"(0.0, 0.0)"
B2540715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/21/2015 04:05:51 AM,,02/21/2015 04:05:51 AM,02/21/2015 04:36:38 AM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112,8,"(0.0, 0.0)"
B2543215,43,SIMPLE RAPE,2D,43,SIMPLE RAPE,2D,37369000,3513814,02/21/2015 04:50:55 AM,02/21/2015 04:52:42 AM,02/21/2015 04:58:48 AM,02/21/2015 06:22:22 AM,UNF,UNFOUNDED,N,2K02,General Ogden St & Green St,70118,2,"(0.0, 0.0)"
B2543315,24,MEDICAL,2B,35,SIMPLE BATTERY,1D,37369000,3513814,02/21/2015 04:53:04 AM,02/21/2015 04:55:08 AM,,02/21/2015 06:16:16 AM,RTF,REPORT TO FOLLOW,N,8G01,008XX Tchoupitoulas St,70130,8,"(0.0, 0.0)"
B2551415,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,02/21/2015 08:09:15 AM,02/21/2015 08:09:45 AM,,02/21/2015 08:33:48 AM,NAT,Necessary Action Taken,N,1C03,N Dupre St & St Bernard Ave,70119,1,"(0.0, 0.0)"
B2555715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/21/2015 09:18:29 AM,02/21/2015 09:20:32 AM,02/21/2015 09:28:13 AM,02/21/2015 09:41:27 AM,NAT,Necessary Action Taken,N,5E03,060XX Saint Claude Ave,70117,5,"(0.0, 0.0)"
B2558115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/21/2015 09:48:57 AM,02/21/2015 09:54:16 AM,02/21/2015 10:06:13 AM,02/21/2015 10:06:36 AM,NAT,Necessary Action Taken,N,6J02,Felicity St & Magnolia St,70113,6,"(0.0, 0.0)"
B2559215,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,02/21/2015 10:02:37 AM,02/21/2015 10:03:50 AM,02/21/2015 10:08:26 AM,02/21/2015 11:10:23 AM,NAT,Necessary Action Taken,N,1J02,019XX Bayou Rd,70116,1,"(0.0, 0.0)"
B2577915,24,MEDICAL,2A,24,MEDICAL,2A,37369000,3513814,02/21/2015 01:22:40 PM,02/21/2015 01:24:11 PM,02/21/2015 01:25:50 PM,02/21/2015 02:51:04 PM,NAT,Necessary Action Taken,N,3Q04,020XX Caton St,70122,3,"(0.0, 0.0)"
B2566215,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/21/2015 11:20:13 AM,02/21/2015 11:21:23 AM,02/21/2015 11:29:57 AM,02/21/2015 12:29:17 PM,NAT,Necessary Action Taken,N,5I04,017XX Alabo St,70117,5,"(0.0, 0.0)"
B2578015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/21/2015 01:23:14 PM,,02/21/2015 01:23:14 PM,02/21/2015 01:57:21 PM,NAT,Necessary Action Taken,Y,8F03,008XX Elysian Fields Ave,70116,8,"(0.0, 0.0)"
B2580615,103M,MENTAL PATIENT,1A,107,SUSPICIOUS PERSON,2A,37369000,3513814,02/21/2015 01:46:29 PM,02/21/2015 01:47:25 PM,02/21/2015 01:58:09 PM,02/21/2015 03:01:12 PM,NAT,Necessary Action Taken,N,7D01,071XX Downman Rd,70126,7,"(0.0, 0.0)"
B2581115,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,02/21/2015 01:50:49 PM,02/21/2015 01:58:10 PM,02/21/2015 01:58:54 PM,02/21/2015 02:21:27 PM,VOI,VOID,N,2V03,047XX Washington Ave,70125,2,"(0.0, 0.0)"
B2581515,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,02/21/2015 01:54:15 PM,02/21/2015 03:26:05 PM,02/21/2015 03:42:57 PM,02/21/2015 03:57:49 PM,NAT,Necessary Action Taken,N,7C05,047XX Ray Ave,70126,7,"(0.0, 0.0)"
B2584515,103M,MENTAL PATIENT,1A,29S,SUICIDE,2A,37369000,3513814,02/21/2015 02:38:12 PM,02/21/2015 03:03:29 PM,02/21/2015 03:11:40 PM,02/21/2015 04:52:00 PM,NAT,Necessary Action Taken,N,1M04,033XX Bienville St,,1,"(0.0, 0.0)"
B2585515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/21/2015 02:45:43 PM,02/21/2015 03:29:07 PM,02/21/2015 03:41:40 PM,02/21/2015 03:49:33 PM,GOA,GONE ON ARRIVAL,N,7C03,062XX Chef Menteur Hwy,70126,7,"(0.0, 0.0)"
B2586415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/21/2015 02:52:04 PM,,02/21/2015 02:52:04 PM,02/21/2015 03:01:57 PM,NAT,Necessary Action Taken,Y,8E01,008XX Orleans Ave,70116,8,"(0.0, 0.0)"
B2587115,24,MEDICAL,2A,24,MEDICAL,2A,37369000,3513814,02/21/2015 03:01:18 PM,02/21/2015 03:02:16 PM,02/21/2015 03:05:04 PM,02/21/2015 03:35:18 PM,NAT,Necessary Action Taken,N,8D06,Royal St & St Peter St,70130,8,"(0.0, 0.0)"
B2590915,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/21/2015 03:45:29 PM,02/21/2015 07:58:07 PM,02/21/2015 08:25:14 PM,02/21/2015 10:53:27 PM,RTF,REPORT TO FOLLOW,N,2K02,018XX General Ogden St,70118,2,"(0.0, 0.0)"
B2591015,24,MEDICAL,2B,29S,SUICIDE,2A,37369000,3513814,02/21/2015 03:46:06 PM,02/21/2015 03:51:42 PM,02/21/2015 03:58:08 PM,02/21/2015 04:09:14 PM,NAT,Necessary Action Taken,N,6E04,011XX Camp St,70130,6,"(0.0, 0.0)"
